id,category,question,context,answer,doc_len
4466,Disciplina,Qual a unidade acadêmica responsável por V&V?,,São 60 horas e 4 créditos,7
4467,Disciplina,Qual a unidade acadêmica responsável por Verificacao?,,São 60 horas e 4 créditos,7
4468,Disciplina,Quantos créditos tem Verificação e Validação de Software?,,São 60 horas e 4 créditos,8
4469,Disciplina,Quantos créditos tem VVS?,,São 60 horas e 4 créditos,4
4470,Disciplina,Quantos créditos tem Verificação?,,São 60 horas e 4 créditos,4
4471,Disciplina,Quantos créditos tem vev?,,São 60 horas e 4 créditos,4
4472,Disciplina,Quantos créditos tem VV?,,São 60 horas e 4 créditos,4
4473,Disciplina,Quantos créditos tem V&V?,,São 60 horas e 4 créditos,4
4474,Disciplina,Quantos créditos tem Verificacao?,,São 60 horas e 4 créditos,4
4475,Disciplina,Qual a unidade acadêmica responsável por Visualização de Dados?,,São 60 horas e 4 créditos,9
4476,Disciplina,Qual a unidade acadêmica responsável por Visualização?,,São 60 horas e 4 créditos,7
4477,Disciplina,Qual a unidade acadêmica responsável por VD?,,São 60 horas e 4 créditos,7
4478,Disciplina,Qual a unidade acadêmica responsável por Visualizacao?,,São 60 horas e 4 créditos,7
4479,Disciplina,Quantos créditos tem Visualização de Dados?,,São 60 horas e 4 créditos,6
4480,Disciplina,Quantos créditos tem Visualização?,,São 60 horas e 4 créditos,4
4481,Disciplina,Quantos créditos tem VD?,,São 60 horas e 4 créditos,4
4482,Disciplina,Quantos créditos tem Visualizacao?,,São 60 horas e 4 créditos,4
4483,Disciplina,Me dê informações sobre fmcc,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",5
4484,Disciplina,Quero saber informações de fmcc,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",5
4485,Disciplina,Me fale sobre fmcc,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",4
4486,Disciplina,Qual a carga horária de fmcc?,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",6
4487,Disciplina,De qual departamento é fmcc?,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",5
4488,Disciplina,Qual a unidade acadêmica responsável por fmcc?,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",7
4489,Disciplina,Quantos créditos tem fmcc?,,"Você pode estar falando de Fundamentos de Matemática para Ciência da Computação 1 ou Fundamentos de Matemática para Ciência da Computação 2, seja mais específico",4
4490,Disciplina,Me dê informações sobre P1,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",5
4491,Disciplina,Quero saber informações de P1,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",5
4492,Disciplina,Me fale sobre P1,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",4
4493,Disciplina,Qual a carga horária de P1?,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",6
4494,Disciplina,De qual departamento é P1?,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",5
4495,Disciplina,Qual a unidade acadêmica responsável por P1?,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",7
4496,Disciplina,Quantos créditos tem P1?,,"Você pode estar falando de Programação 1 ou Projeto em Computação 1, seja mais específico",4
4497,Disciplina,Me dê informações sobre P2,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",5
4498,Disciplina,Quero saber informações de P2,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",5
4499,Disciplina,Me fale sobre P2,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",4
4500,Disciplina,Qual a carga horária de P2?,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",6
4501,Disciplina,De qual departamento é P2?,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",5
4502,Disciplina,Qual a unidade acadêmica responsável por P2?,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",7
4503,Disciplina,Quantos créditos tem P2?,,"Você pode estar falando de Programação 2 ou Projeto em Computação 2, seja mais específico",4
4504,Disciplina,Me dê informações sobre arquitetura,,"Você pode estar falando de Organização e Arquitetura de Computadores ou Arquitetura de Software, seja mais específico",5
4505,Disciplina,Quero saber informações de arquitetura,,"Você pode estar falando de Organização e Arquitetura de Computadores ou Arquitetura de Software, seja mais específico",5
4506,Disciplina,Me fale sobre arquitetura,,"Você pode estar falando de Organização e Arquitetura de Computadores ou Arquitetura de Software, seja mais específico",4
4507,Sigla de Disciplina,Abreviações para Fundamentos de Matemática para Ciência da Computação 1?,,Você pode chamar Fundamentos de Matemática para Ciência da Computação 1 de FMCC1 e fmcc,10
4508,Sigla de Disciplina,Existe outro nome para Programação 1?,,Seus colegas chamam Programação 1 de: P1 e prog1,6
4509,Sigla de Disciplina,Abreviações para Laboratório de Programação 1?,,Outras formas de falar Laboratório de Programação 1: LP1 e lab1,6
4510,Sigla de Disciplina,Existe outro nome para Introdução à Computação?,,Introdução à Computação pode ser chamada de: IC,7
4511,Sigla de Disciplina,Existe outro nome para Direito e Cidadania?,,Direito e Cidadania é o mesmo que: DC,7
4512,Sigla de Disciplina,Existe outro nome para Fundamentos de Matemática para Ciência da Computação 2?,,Outras formas de falar Fundamentos de Matemática para Ciência da Computação 2: FMCC2 e fmcc,12
4513,Sigla de Disciplina,Quais são outras formas de falar Cálculo Diferencial e Integral 1,,"Seus colegas chamam Cálculo Diferencial e Integral 1 de: Cálculo 1, Cálculo I e Cálculo",11
4514,Sigla de Disciplina,Como o pessoal chama Programação 2?,,Seus colegas chamam Programação 2 de: P2 e prog2,6
4515,Sigla de Disciplina,Abreviações para Laboratório de Programação 2?,,Seus colegas chamam Laboratório de Programação 2 de: LP2 e LAB2,6
4516,Sigla de Disciplina,Quais as siglas de Economia?,,Não existem outras formas de falar Economia,5
4517,Sigla de Disciplina,Quais são outras formas de falar Álgebra Linear 1,,Álgebra Linear 1 também é: linear e Álgebra,9
4518,Sigla de Disciplina,Quais as siglas de Cálculo Diferencial e Integral 2?,,Cálculo Diferencial e Integral 2 também é: Cálculo 2 e Cálculo II,9
4519,Sigla de Disciplina,Quais são outras formas de falar Estruturas de Dados e Algoritmos,,Estruturas de Dados e Algoritmos pode ser chamada de: EDA,11
4520,Sigla de Disciplina,Quais são outras formas de falar Laboratório de Estruturas de Dados e Algoritmos,,Laboratório de Estruturas de Dados e Algoritmos pode ser chamada de: LEDA,13
4521,Sigla de Disciplina,Sinônimos de Lógica para Computação,,Lógica para Computação pode ser chamada de: Lógica,5
4522,Sigla de Disciplina,Quais são outras formas de falar Teoria dos Grafos,,Teoria dos Grafos também é: TG e Grafos,9
4523,Sigla de Disciplina,Existe outro nome para Introdução à Probabilidade?,,Introdução à Probabilidade pode ser chamada de: Prob e IntroProb,7
4524,Sigla de Disciplina,Abreviações para Teoria da Computação?,,Outras formas de falar Teoria da Computação: TC e teoria,5
4525,Sigla de Disciplina,Abreviações para Banco de Dados 1?,,Banco de Dados 1 também é: BD e bd1,6
4526,Sigla de Disciplina,Como o pessoal chama Organização e Arquitetura de Computadores?,,Outras formas de falar Organização e Arquitetura de Computadores: OAC e arquitetura,9
4527,Sigla de Disciplina,Quais são outras formas de falar Paradigmas de Linguagens de Programação,,Outras formas de falar Paradigmas de Linguagens de Programação: PLP e Paradigmas,11
4528,Sigla de Disciplina,Como o pessoal chama Estatística Aplicada?,,Estatística Aplicada é o mesmo que: Estatística,6
4529,Sigla de Disciplina,Sinônimos de Projeto de Software,,Projeto de Software pode ser chamada de: PSoft e ProjSoft,5
4530,Sigla de Disciplina,Abreviações para Engenharia de Software?,,Engenharia de Software também é chamada de: ES e EngSoft,5
4531,Sigla de Disciplina,Abreviações para Redes de Computadores?,,Redes de Computadores é o mesmo que: Redes,5
4532,Sigla de Disciplina,Abreviações para Sistemas Operacionais?,,Sistemas Operacionais também é chamada de: SO,4
4533,Sigla de Disciplina,Quais as siglas de Inteligência Artificial?,,Seus colegas chamam Inteligência Artificial de: IA e inteligencia,6
4534,Sigla de Disciplina,Quais são outras formas de falar Análise de Sistemas,,Análise de Sistemas também é: AS e analise,9
4535,Sigla de Disciplina,Existe outro nome para Programação Concorrente?,,Programação Concorrente pode ser chamada de: PC e Concorrente,6
4536,Sigla de Disciplina,Como o pessoal chama Análise e Técnicas de Algoritmos?,,Análise e Técnicas de Algoritmos também é chamada de: ATAL,9
4537,Sigla de Disciplina,Sinônimos de Compiladores,,Compiladores também é chamada de: Compila,3
4538,Sigla de Disciplina,Quais as siglas de Metodologia Científica?,,Metodologia Científica também é chamada de: Metodologia,6
4539,Sigla de Disciplina,Como o pessoal chama Projeto em Computação 1?,,"Projeto em Computação 1 pode ser chamada de: P1, Projeto e Projeto 1",8
4540,Sigla de Disciplina,Abreviações para Língua Portuguesa?,,Língua Portuguesa também é: LPT e portugues,4
4541,Sigla de Disciplina,Existe outro nome para Projeto em Computação 2?,,Projeto em Computação 2 pode ser chamada de: P2 e projeto 2,8
4542,Sigla de Disciplina,Como o pessoal chama Trabalho de Conclusão de Curso?,,Trabalho de Conclusão de Curso também é chamada de: TCC,9
4543,Sigla de Disciplina,Como o pessoal chama Administração de Sistemas?,,Administração de Sistemas pode ser chamada de: Adm de Sistemas e Sys-Admin,7
4544,Sigla de Disciplina,Quais as siglas de Administração de Sistemas Gerenciadores de Banco de Dados?,,Não existem outras formas de falar Administração de Sistemas Gerenciadores de Banco de Dados,12
4545,Sigla de Disciplina,Existe outro nome para Algoritmos Avançados 1?,,Outras formas de falar Algoritmos Avançados 1: AA1 e aa,7
4546,Sigla de Disciplina,Quais as siglas de Algoritmos Avançados 2?,,Algoritmos Avançados 2 também é chamada de: AA2 e aa,7
4547,Sigla de Disciplina,Abreviações para Algoritmos Avançados 3?,,Algoritmos Avançados 3 também é: AA3 e aa,5
4548,Sigla de Disciplina,Como o pessoal chama Algoritmos Avançados 4?,,Algoritmos Avançados 4 também é: AA4 e aa,7
4549,Sigla de Disciplina,Quais as siglas de Arquitetura de Software?,,Outras formas de falar Arquitetura de Software: Arquitetura e Arq-Soft,7
4550,Sigla de Disciplina,Abreviações para Avaliação de Desempenho de Sistemas Discretos?,,Avaliação de Desempenho de Sistemas Discretos é o mesmo que: ADSD,8
4551,Sigla de Disciplina,Como o pessoal chama Banco de Dados 2?,,Banco de Dados 2 é o mesmo que: BD2,8
4552,Sigla de Disciplina,Como o pessoal chama Ciência de Dados Descritiva?,,Ciência de Dados Descritiva pode ser chamada de: CDD,8
4553,Sigla de Disciplina,Quais as siglas de Ciência de Dados Preditiva?,,Ciência de Dados Preditiva também é chamada de: CDP,8
4554,Sigla de Disciplina,Como o pessoal chama Computação e Música?,,Não existem outras formas de falar Computação e Música,7
4555,Sigla de Disciplina,Sinônimos de Computação Gráfica,,Computação Gráfica pode ser chamada de: CG,4
4556,Sigla de Disciplina,Sinônimos de Desenvolvimento de Software Integrado à Operação da Infraestrutura,,Não existem outras formas de falar Desenvolvimento de Software Integrado à Operação da Infraestrutura,10
4557,Sigla de Disciplina,Sinônimos de Economia de Tecnologia da Informação,,Economia de Tecnologia da Informação também é chamada de: ETI,7
4558,Sigla de Disciplina,Existe outro nome para Empreendedorismo e Inovação?,,Empreendedorismo e Inovação é o mesmo que: Empreendedorismo,7
4559,Sigla de Disciplina,Quais as siglas de Gerência de Redes?,,Gerência de Redes também é chamada de: GR e Gerência,7
4560,Sigla de Disciplina,Quais são outras formas de falar Gestão de Projetos,,Gestão de Projetos pode ser chamada de: gestão,9
4561,Sigla de Disciplina,Sinônimos de Governança da Internet,,Governança da Internet pode ser chamada de: Governança,5
4562,Sigla de Disciplina,Quais são outras formas de falar Informática e Sociedade,,Informática e Sociedade também é chamada de: INFOSOC e info-soc,9
4563,Sigla de Disciplina,Quais são outras formas de falar Interconexão de Redes de Computadores,,Interconexão de Redes de Computadores pode ser chamada de: IRC,11
4564,Sigla de Disciplina,Quais são outras formas de falar Interface Humano-Computador,,Interface Humano-Computador também é: interface homem maquina e interface,8
4565,Sigla de Disciplina,Quais são outras formas de falar Jogos Digitais,,Jogos Digitais também é chamada de: JoDi,8
4566,Sigla de Disciplina,Quais são outras formas de falar Métodos e Software Numéricos,,Métodos e Software Numéricos também é chamada de: MSN e métodos,10
4567,Sigla de Disciplina,Quais as siglas de Métodos Formais?,,Não existem outras formas de falar Métodos Formais,6
4568,Sigla de Disciplina,Quais são outras formas de falar Otimização,,Não existem outras formas de falar Otimização,7
4569,Sigla de Disciplina,Quais as siglas de Percepção Computacional?,,Percepção Computacional também é chamada de: Percepção,6
4570,Sigla de Disciplina,Como o pessoal chama Prática de Ensino em Computação 1?,,"Prática de Ensino em Computação 1 pode ser chamada de: Didática, Práticas e Prática",10
4571,Sigla de Disciplina,Quais são outras formas de falar Prática de Ensino em Computação 2,,"Prática de Ensino em Computação 2 também é chamada de: Didática 2, Práticas 2 e Prática 2",12
4572,Sigla de Disciplina,Existe outro nome para Processamento de Linguagem Natural?,,Processamento de Linguagem Natural pode ser chamada de: PLN e Processamento,8
4573,Sigla de Disciplina,Existe outro nome para Programação em Banco de Dados?,,Programação em Banco de Dados é o mesmo que: PGBD,9
4574,Sigla de Disciplina,Quais as siglas de Programação Funcional?,,Programação Funcional pode ser chamada de: Funcional,6
4575,Sigla de Disciplina,Quais são outras formas de falar Programação para Web 1,,Programação para Web 1 pode ser chamada de: Pweb e progweb,10
4576,Sigla de Disciplina,Existe outro nome para Programação para Web 2?,,Outras formas de falar Programação para Web 2: Pweb2 e progweb2,8
4577,Sigla de Disciplina,Existe outro nome para Projeto de Redes de Computadores?,,Projeto de Redes de Computadores também é chamada de: Projeto de Redes,9
4578,Sigla de Disciplina,Existe outro nome para Projeto de Sistemas Digitais?,,Você pode chamar Projeto de Sistemas Digitais de psd e sistemas digitais,8
4579,Sigla de Disciplina,Sinônimos de Provisionamento e Operação de Infraestrutura,,"Provisionamento e Operação de Infraestrutura também é: POI, Provisionamento e ProvInfra",7
4580,Sigla de Disciplina,Sinônimos de Reconhecimento de Padrões e Redes Neurais,,Outras formas de falar Reconhecimento de Padrões e Redes Neurais: RNRP e Reconhecimento,8
4581,Sigla de Disciplina,Existe outro nome para Recuperação da Informação e Busca na Web?,,Recuperação da Informação e Busca na Web também é: Recuperação e Recinfo,11
